Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Percentage_Diff,Quarterly Period
2/12 ENSORS ROAD,"OPAWA, CHRISTCHURCH",8023,2,1,1.0,508.0,80.0,1975.0,475.0,2023-12-18,7.0,False,385000,-8.653846153846153,2023Q4
2/42 SAILS STREET ,"PAPANUI, CHRISTCHURCH",8053,3,3,1.0,153.0,121.0,2023.0,650.0,2023-12-18,28.0,False,740000,6.557377049180328,2023Q4
176 WITHELLS ROAD ,"AVONHEAD, CHRISTCHURCH",8042,7,4,2.0,873.0,280.0,1950.0,575.0,2023-12-18,7.0,False,770000,2.2222222222222223,2023Q4
118 COBHAM STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,2.0,508.0,110.0,1950.0,570.0,2023-12-18,7.0,False,590000,6.557377049180328,2023Q4
3/31 POULSON STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,1,1.0,508.0,135.0,2000.0,240.0,2023-12-18,7.0,False,540000,-6.557377049180328,2023Q4
3/193A RICCARTON ROAD,"RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,60.0,2013.0,580.0,2023-12-18,19.0,False,590000,0.0,2023Q4
209 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,4,2,1.0,756.0,164.0,1920.0,770.0,2023-12-18,22.0,False,880000,4.406779661016949,2023Q4
82 BLANKNEY STREET ,"HORNBY, CHRISTCHURCH",8042,3,1,3.0,607.0,105.0,1960.0,640.0,2023-12-18,7.0,False,630000,-9.163346613545817,2023Q4
2/32 MEADOW STREET ,"PAPANUI, CHRISTCHURCH",8052,3,2,2.0,508.0,160.0,1990.0,600.0,2023-12-18,15.0,False,660000,-1.639344262295082,2023Q4
1/25 MARLBOROUGH STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,106.0,72.0,2023.0,495.0,2023-12-18,15.0,False,555000,-4.807692307692308,2023Q4
45 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,9,2,3.0,508.0,272.0,1960.0,250.0,2023-12-18,27.0,False,1200000,0.0,2023Q4
15/24 PERCY STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,93.0,68.0,2021.0,470.0,2023-12-18,7.0,False,590000,-2.845927379784102,2023Q4
3/31 ATHOL TERRACE ,"UPPER RICCARTON, CHRISTCHURCH",8041,3,1,2.0,219.0,100.0,2024.0,660.0,2023-12-18,29.0,False,760000,1.9920318725099602,2023Q4
79B MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2.0,165.0,159.0,2012.0,700.0,2023-12-18,7.0,False,800000,3.5294117647058822,2023Q4
3/110 NAYLAND STREET ,"SUMNER, CHRISTCHURCH",8081,4,1,2.0,508.0,190.0,1990.0,800.0,2023-12-18,43.0,False,1130000,5.960264900662252,2023Q4
4B GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1.0,156.0,157.0,2022.0,950.0,2023-12-19,8.0,False,760000,9.375,2023Q4
44A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1.0,207.0,156.0,2022.0,700.0,2023-12-19,5.0,False,840000,8.527131782945736,2023Q4
9 PATCHETT PLACE ,"CASHMERE, CHRISTCHURCH",8022,4,1,1.0,508.0,190.0,1960.0,675.0,2023-12-19,8.0,False,850000,1.9867549668874174,2023Q4
35 ESPERANCE STREET ,"ST ALBANS, CHRISTCHURCH",8052,3,1,2.0,642.0,120.0,1950.0,560.0,2023-12-19,13.0,False,590000,8.527131782945736,2023Q4
22 HAMILL ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,334.0,116.0,2015.0,670.0,2023-12-19,7.0,False,640000,2.2900763358778624,2023Q4
132 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,1.0,508.0,121.0,1950.0,765.0,2023-12-19,19.0,False,1100000,2.2900763358778624,2023Q4
1/63 VIVIAN STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1.0,508.0,80.0,1970.0,550.0,2023-12-19,6.0,False,405000,3.076923076923077,2023Q4
47B PARKSTONE AVENUE ,"ILAM, CHRISTCHURCH",8041,5,2,1.0,508.0,173.0,1970.0,880.0,2023-12-19,5.0,False,630000,0.0,2023Q4
29 MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1.0,508.0,250.0,1910.0,580.0,2023-12-19,8.0,False,650000,-10.76923076923077,2023Q4
3/46 TRAFALGAR STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,92.0,2016.0,410.0,2023-12-19,22.0,False,700000,-5.432595573440644,2023Q4
5/527 WORCESTER STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,270.0,59.0,1960.0,450.0,2023-12-19,7.0,False,340000,-7.6923076923076925,2023Q4
2/33 WINCHESTER STREET,"MERIVALE, CHRISTCHURCH",8014,2,1,2.0,508.0,130.0,1990.0,520.0,2023-12-19,7.0,False,680000,-7.6923076923076925,2023Q4
1/450 BARBADOES STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,99.0,2005.0,485.0,2023-12-19,7.0,False,500000,0.5181347150259068,2023Q4
3/94 CHARLES STREET ,"WALTHAM, CHRISTCHURCH",8011,3,1,1.0,508.0,110.0,1990.0,520.0,2023-12-19,43.0,False,430000,-15.384615384615385,2023Q4
9/376 WORCESTER STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,508.0,58.0,2017.0,470.0,2023-12-19,17.0,False,435000,1.0416666666666665,2023Q4
345 FERRY ROAD ,"WALTHAM, CHRISTCHURCH",8011,3,1,1.0,620.0,112.0,1920.0,575.0,2023-12-19,7.0,False,475000,-8.73015873015873,2023Q4
2/4 KYEBURN PLACE,"AVONHEAD, CHRISTCHURCH",8042,2,1,1.0,508.0,118.0,1970.0,440.0,2023-12-19,41.0,False,540000,-0.5291005291005291,2023Q4
2/47 BLETSOE AVENUE,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,160.0,94.0,2020.0,530.0,2023-12-19,7.0,False,570000,-2.083333333333333,2023Q4
182 OLLIVIERS ROAD ,"LINWOOD, CHRISTCHURCH",8011,4,2,1.0,911.0,200.0,1915.0,575.0,2023-12-19,7.0,False,665000,-8.47457627118644,2023Q4
2/27 RUGBY STREET,"MERIVALE, CHRISTCHURCH",8014,2,1,1.0,508.0,70.0,1970.0,450.0,2023-12-19,7.0,False,630000,-4.761904761904762,2023Q4
3/126 EDINBURGH STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,76.0,73.0,2023.0,530.0,2023-12-19,29.0,False,550000,10.99476439790576,2023Q4
683 MAIN SOUTH ROAD ,"ISLINGTON, CHRISTCHURCH",8042,4,1,2.0,809.0,128.0,2000.0,625.0,2023-12-19,2.0,False,600000,-10.714285714285714,2023Q4
10 CYCLAMEN PLACE ,"AIDANFIELD, CHRISTCHURCH",8025,3,1,2.0,597.0,183.0,2000.0,730.0,2023-12-20,8.0,False,840000,-13.533834586466165,2023Q4
36 LEINSTER ROAD ,"MERIVALE, CHRISTCHURCH",8014,5,2,4.0,658.0,261.0,1923.0,575.0,2023-12-20,69.0,False,1960000,0.0,2023Q4
23 DUNSTAN CRESCENT ,"HORNBY, CHRISTCHURCH",8042,3,1,1.0,642.0,104.0,1960.0,550.0,2023-12-20,10.0,False,610000,-8.0,2023Q4
54 REMPSTONE DRIVE ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,517.0,189.0,2000.0,680.0,2023-12-20,7.0,False,840000,8.799999999999999,2023Q4
9 SAXBY LANE ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,622.0,175.0,2018.0,650.0,2023-12-20,7.0,False,930000,5.691056910569105,2023Q4
158 MATSONS AVENUE ,"PAPANUI, CHRISTCHURCH",8053,3,1,1.0,716.0,116.0,1950.0,600.0,2023-12-20,15.0,False,690000,10.16949152542373,2023Q4
8 KYDD LANE ,"HORNBY, CHRISTCHURCH",8042,3,1,2.0,424.0,150.0,2000.0,565.0,2023-12-20,15.0,False,660000,1.694915254237288,2023Q4
7/45 AMYES ROAD ,"HORNBY, CHRISTCHURCH",8042,3,3,1.0,133.0,128.0,2022.0,630.0,2023-12-20,7.0,False,680000,1.694915254237288,2023Q4
2/48 WARD STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,91.0,80.0,2020.0,540.0,2023-12-20,7.0,False,640000,10.99476439790576,2023Q4
9 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,5,2,1.0,376.0,115.0,2000.0,950.0,2023-12-20,4.0,False,690000,53.04347826086957,2023Q4
103B FENDALTON ROAD,"FENDALTON, CHRISTCHURCH",8014,2,1,1.0,508.0,90.0,1970.0,480.0,2023-12-20,7.0,False,640000,11.578947368421053,2023Q4
17 SEYMOUR STREET ,"HORNBY, CHRISTCHURCH",8042,4,2,1.0,508.0,150.0,1950.0,730.0,2023-12-20,15.0,False,680000,-10.714285714285714,2023Q4
8A CHARLES STREET ,"WALTHAM, CHRISTCHURCH",8011,3,1,1.0,158.0,132.0,2006.0,525.0,2023-12-20,15.0,False,205000,-2.1645021645021645,2023Q4
52A PERTH STREET ,"RICHMOND, CHRISTCHURCH",8013,3,1,1.0,280.0,126.0,1990.0,550.0,2023-12-20,7.0,False,530000,-4.761904761904762,2023Q4
2/1 GLENBYRE PLACE,"BROMLEY, CHRISTCHURCH",8062,2,1,1.0,508.0,90.0,1995.0,500.0,2023-12-20,7.0,False,440000,3.6269430051813467,2023Q4
856 HALSWELL JUNCTION ROAD ,"ISLINGTON, CHRISTCHURCH",8042,3,1,2.0,672.0,90.0,1970.0,540.0,2023-12-20,22.0,False,580000,-5.263157894736842,2023Q4
3 LONGUEVAL LANE ,"BROOMFIELD, CHRISTCHURCH",8042,3,1,1.0,140.0,128.0,2017.0,600.0,2023-12-20,15.0,False,560000,-6.382978723404255,2023Q4
5/112 PURCHAS STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,6.0,131.0,78.0,2021.0,550.0,2023-12-20,7.0,False,630000,1.5228426395939088,2023Q4
19 O'BRIENS ROAD ,"SOCKBURN, CHRISTCHURCH",8042,3,1,1.0,809.0,110.0,1955.0,520.0,2023-12-20,22.0,False,540000,-7.296137339055794,2023Q4
3/184 HASTINGS STREET EAST ,"WALTHAM, CHRISTCHURCH",8023,3,1,1.0,508.0,80.0,1990.0,510.0,2023-12-21,7.0,False,460000,-6.726457399103139,2023Q4
253 WATERLOO ROAD ,"HORNBY, CHRISTCHURCH",8042,3,1,1.0,606.0,94.0,1980.0,620.0,2023-12-21,24.0,False,550000,-10.72961373390558,2023Q4
41 TE REPO DRIVE ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,401.0,143.0,2024.0,700.0,2023-12-21,7.0,False,760000,6.437768240343347,2023Q4
17 TRUMAN ROAD ,"BRYNDWR, CHRISTCHURCH",8053,4,1,1.0,406.0,120.0,1950.0,720.0,2023-12-21,7.0,False,550000,-0.34602076124567477,2023Q4
12 SOLWAY AVENUE ,"ILAM, CHRISTCHURCH",8041,5,1,1.0,809.0,125.0,1960.0,730.0,2023-12-21,7.0,False,720000,26.956521739130434,2023Q4
3/37 WEBB STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,109.0,84.0,2022.0,630.0,2023-12-21,2.0,False,820000,7.8431372549019605,2023Q4
470 BARBADOES STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,113.0,87.0,2000.0,580.0,2023-12-21,15.0,False,600000,12.62135922330097,2023Q4
49 WILLIAM NICHOLLS DRIVE ,"BELFAST, CHRISTCHURCH",8051,3,2,2.0,319.0,140.0,2020.0,630.0,2023-12-21,7.0,False,720000,8.15450643776824,2023Q4
3 SCARLET LANE ,"REDWOOD, CHRISTCHURCH",8051,4,2,2.0,541.0,187.0,2000.0,620.0,2023-12-21,7.0,False,860000,-0.34602076124567477,2023Q4
270 MEMORIAL AVENUE ,"BURNSIDE, CHRISTCHURCH",8053,5,2,2.0,630.0,270.0,1980.0,850.0,2023-12-21,7.0,False,1100000,47.82608695652174,2023Q4
47 YALDHURST ROAD ,"SOCKBURN, CHRISTCHURCH",8042,4,2,2.0,809.0,115.0,1950.0,380.0,2023-12-21,7.0,False,670000,-14.186851211072666,2023Q4
5/21 SEDDON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,1.0,508.0,70.0,1975.0,500.0,2023-12-21,7.0,False,430000,13.004484304932735,2023Q4
2/14 WHITELEIGH AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,508.0,70.0,1960.0,380.0,2023-12-21,7.0,False,340000,12.62135922330097,2023Q4
18 BURLINGTON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,1.0,301.0,86.0,1915.0,440.0,2023-12-21,7.0,False,435000,-8.256880733944955,2023Q4
9 SEVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,4,2,2.0,850.0,270.0,2016.0,850.0,2023-12-21,7.0,False,1360000,-14.186851211072666,2023Q4
53A GRAFTON STREET ,"WALTHAM, CHRISTCHURCH",8011,3,1,1.0,217.0,132.0,2017.0,550.0,2023-12-22,7.0,False,540000,-8.256880733944955,2023Q4
18 GREENWOOD CLOSE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2.0,685.0,142.0,1950.0,640.0,2023-12-22,7.0,False,690000,0.0,2023Q4
16 WEXFORD CRESCENT ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,449.0,164.0,2024.0,750.0,2023-12-22,7.0,False,820000,3.4482758620689653,2023Q4
33 BOSTON AVENUE ,"HORNBY, CHRISTCHURCH",8042,3,1,1.0,607.0,110.0,1960.0,640.0,2023-12-22,7.0,False,560000,11.304347826086957,2023Q4
1/9 NGAIO STREET ,"SAINT MARTINS, CHRISTCHURCH",8022,3,2,2.0,508.0,156.0,1925.0,575.0,2023-12-22,30.0,False,800000,8.936170212765958,2023Q4
66B CREYKE ROAD ,"ILAM, CHRISTCHURCH",8041,3,2,2.0,941.0,210.0,1970.0,750.0,2023-12-22,7.0,False,1120000,7.112970711297072,2023Q4
2/172 GERALDINE STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,2.0,508.0,60.0,2017.0,520.0,2023-12-22,7.0,False,485000,-0.9523809523809524,2023Q4
10 INDIRA LANE ,"CASHMERE, CHRISTCHURCH",8022,4,3,2.0,828.0,276.0,1991.0,900.0,2023-12-22,7.0,False,1185000,17.24137931034483,2023Q4
4/9A MARONAN STREET,"WOOLSTON, CHRISTCHURCH",8023,2,2,1.0,120.0,73.0,2023.0,510.0,2023-12-22,15.0,False,555000,-2.857142857142857,2023Q4
3 TODD AVENUE ,"BISHOPDALE, CHRISTCHURCH",8051,3,1,2.0,622.0,110.0,1960.0,630.0,2023-12-22,7.0,False,660000,0.8,2023Q4
73 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,3.0,673.0,123.0,1920.0,575.0,2023-12-23,7.0,False,1200000,0.8,2023Q4
2/73 VOGEL STREET ,"RICHMOND, CHRISTCHURCH",8013,3,2,1.0,163.0,144.0,2023.0,620.0,2023-12-23,7.0,False,690000,-0.8,2023Q4
3/73 VOGEL STREET,"RICHMOND, CHRISTCHURCH",8013,2,2,1.0,157.0,120.0,2023.0,530.0,2023-12-23,7.0,False,660000,-0.9523809523809524,2023Q4
441A MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,2,2.0,347.0,215.0,2000.0,850.0,2023-12-25,7.0,False,920000,-0.8,2023Q4
2/633 GLOUCESTER STREET,"LINWOOD, CHRISTCHURCH",8062,2,1,1.0,508.0,84.0,2000.0,470.0,2023-12-25,7.0,False,420000,-2.857142857142857,2023Q4
2/9 SOMME STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,80.0,1970.0,580.0,2023-12-27,22.0,False,620000,0.9523809523809524,2023Q4
11 PERENDALE STREET ,"BELFAST, CHRISTCHURCH",8051,3,2,1.0,307.0,127.0,2019.0,610.0,2023-12-27,7.0,False,720000,0.8130081300813009,2023Q4
43 ENSIGN STREET ,"HALSWELL, CHRISTCHURCH",8025,3,1,2.0,809.0,110.0,1961.0,590.0,2023-12-27,7.0,False,700000,-0.8130081300813009,2023Q4
5/561 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,2,1.0,142.0,116.0,2023.0,700.0,2023-12-27,15.0,False,840000,-2.4,2023Q4
4/58 DIVISION STREET,"RICCARTON, CHRISTCHURCH",8041,2,2,1.0,124.0,94.0,2023.0,560.0,2023-12-28,15.0,False,710000,6.666666666666667,2023Q4
5 OLDWOOD STREET ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,1.0,637.0,134.0,1960.0,680.0,2023-12-28,7.0,False,620000,7.086614173228346,2023Q4
33D PEVEREL STREET,"RICCARTON, CHRISTCHURCH",8011,2,1,1.0,508.0,72.0,1980.0,520.0,2023-12-28,7.0,False,455000,6.666666666666667,2023Q4
C5/101 CALEDONIAN ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,2.0,508.0,66.0,2010.0,475.0,2023-12-28,7.0,False,415000,-0.9523809523809524,2023Q4
1/34 AIKMANS ROAD ,"MERIVALE, CHRISTCHURCH",8014,3,1,2.0,508.0,170.0,1990.0,900.0,2023-12-28,7.0,False,1400000,10.236220472440944,2023Q4
78 SIOUX AVENUE ,"WIGRAM, CHRISTCHURCH",8042,3,2,1.0,308.0,132.0,2014.0,650.0,2023-12-28,7.0,False,690000,6.25,2023Q4
20 VAN ASCH STREET,"SUMNER, CHRISTCHURCH",8081,2,2,1.0,508.0,117.0,1990.0,580.0,2023-12-28,7.0,False,900000,-0.9523809523809524,2023Q4
15 KURASHIKI STREET ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,425.0,190.0,2023.0,820.0,2023-12-28,36.0,False,930000,13.10344827586207,2023Q4
2/202 WAIMAIRI ROAD,"ILAM, CHRISTCHURCH",8041,2,1,1.0,508.0,150.0,1960.0,500.0,2023-12-29,47.0,False,530000,-3.8461538461538463,2023Q4
1/202 WAIMAIRI ROAD,"ILAM, CHRISTCHURCH",8041,2,1,1.0,508.0,150.0,1960.0,500.0,2023-12-29,47.0,False,530000,-2.912621359223301,2023Q4
3/29 SWANNS ROAD,"RICHMOND, CHRISTCHURCH",8013,2,2,1.0,147.0,70.0,2021.0,530.0,2023-12-29,7.0,False,575000,-3.8461538461538463,2023Q4
52 BIBIANA STREET ,"AIDANFIELD, CHRISTCHURCH",8025,4,2,2.0,472.0,186.0,2000.0,750.0,2023-12-29,7.0,False,740000,13.10344827586207,2023Q4
42A SANTA ROSA AVENUE ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,531.0,178.0,2005.0,740.0,2023-12-29,7.0,False,800000,2.0408163265306123,2023Q4
5/22 SPRINGFIELD ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,60.0,1975.0,505.0,2023-12-29,7.0,False,440000,-1.9417475728155338,2023Q4
2/49 CHAMPION STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,84.0,1990.0,490.0,2023-12-29,7.0,False,480000,-1.4634146341463417,2023Q4
46 PITCAITHLY STREET ,"HALSWELL, CHRISTCHURCH",8025,4,2,1.0,348.0,133.0,2023.0,710.0,2023-12-30,8.0,False,760000,0.6802721088435374,2023Q4
27 HANDLEY CRESCENT ,"WIGRAM, CHRISTCHURCH",8042,3,2,2.0,547.0,172.0,2013.0,720.0,2023-12-31,7.0,False,870000,8.270676691729323,2023Q4
17B DALRYE PLACE ,"ILAM, CHRISTCHURCH",8041,4,2,1.0,843.0,180.0,1970.0,850.0,2024-01-01,22.0,False,950000,-0.6711409395973155,2024Q1
16 ECHELON DRIVE ,"WIGRAM, CHRISTCHURCH",8042,3,2,2.0,515.0,178.0,2017.0,720.0,2024-01-01,22.0,False,880000,8.270676691729323,2024Q1
473B MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,2,1.0,147.0,128.0,2013.0,650.0,2024-01-01,7.0,False,850000,8.270676691729323,2024Q1
101 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,2,1.0,165.0,118.0,2021.0,720.0,2024-01-01,22.0,False,760000,4.3478260869565215,2024Q1
1/52 MATIPO STREET,"RICCARTON, CHRISTCHURCH",8041,2,1,2.0,263.0,120.0,1990.0,560.0,2024-01-01,43.0,False,620000,-1.4634146341463417,2024Q1
60 CREYKE ROAD ,"ILAM, CHRISTCHURCH",8041,7,6,1.0,357.0,230.0,2017.0,750.0,2024-01-01,7.0,False,1190000,0.0,2024Q1
1/21 BARRIE STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,508.0,95.0,1980.0,450.0,2024-01-01,7.0,False,465000,-4.390243902439024,2024Q1
93 CANON STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,125.0,122.0,2011.0,650.0,2024-01-01,27.0,False,780000,9.268292682926829,2024Q1
4/85 YALDHURST ROAD,"SOCKBURN, CHRISTCHURCH",8042,2,1,1.0,508.0,80.0,2000.0,510.0,2024-01-02,7.0,False,500000,0.49261083743842365,2024Q1
25 YARDLEY STREET ,"AVONHEAD, CHRISTCHURCH",8042,3,1,2.0,640.0,120.0,1960.0,590.0,2024-01-02,7.0,False,680000,-5.797101449275362,2024Q1
51 NIVEN STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2.0,622.0,107.0,2015.0,550.0,2024-01-02,7.0,False,600000,-11.278195488721805,2024Q1
6/31 BLAIR AVENUE,"PAPANUI, CHRISTCHURCH",8053,2,2,1.0,108.0,76.0,2022.0,550.0,2024-01-02,15.0,False,740000,8.374384236453201,2024Q1
22 TIRANGI STREET ,"HEI HEI, CHRISTCHURCH",8042,3,1,2.0,670.0,120.0,1950.0,570.0,2024-01-02,22.0,False,580000,-14.285714285714285,2024Q1
2/27 LINWOOD AVENUE ,"LINWOOD, CHRISTCHURCH",8011,3,3,1.0,89.0,94.0,2023.0,590.0,2024-01-03,7.0,False,690000,-14.285714285714285,2024Q1
222 GREERS ROAD ,"BRYNDWR, CHRISTCHURCH",8053,4,2,2.0,766.0,175.0,1950.0,950.0,2024-01-03,8.0,False,780000,13.333333333333334,2024Q1
1/30 RALEIGH STREET,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1.0,128.0,91.0,2023.0,575.0,2024-01-03,35.0,False,610000,5.769230769230769,2024Q1
2/90 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1.0,508.0,120.0,1990.0,600.0,2024-01-03,7.0,False,580000,-9.230769230769232,2024Q1
27A GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,10,1.0,114.0,71.0,2020.0,510.0,2024-01-03,7.0,False,630000,7.8431372549019605,2024Q1
4/160 HILLS ROAD,"EDGEWARE, CHRISTCHURCH",8013,2,2,1.0,184.0,68.0,2022.0,509.0,2024-01-03,7.0,False,625000,0.0,2024Q1
31 RHODES STREET,"MERIVALE, CHRISTCHURCH",8014,2,2,2.0,225.0,154.0,2000.0,850.0,2024-01-03,27.0,False,1330000,-1.9230769230769231,2024Q1
8/6 SKIBBEREEN DRIVE ,"HALSWELL, CHRISTCHURCH",8025,3,3,1.0,121.0,120.0,2023.0,620.0,2024-01-03,38.0,False,720000,-5.511811023622047,2024Q1
6/37 WEBB STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,79.0,80.0,2022.0,600.0,2024-01-03,7.0,False,790000,13.20754716981132,2024Q1
3/242 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3,3,1.0,164.0,120.0,2021.0,649.0,2024-01-04,7.0,False,720000,-2.2852639873916467,2024Q1
1/5 NEWBRIDGE PLACE,"ILAM, CHRISTCHURCH",8041,2,2,2.0,632.0,140.0,1960.0,500.0,2024-01-04,71.0,False,650000,13.20754716981132,2024Q1
2/30 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,2,2.0,257.0,165.0,2007.0,720.0,2024-01-04,7.0,False,880000,2.2852639873916467,2024Q1
120D ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1.0,375.0,114.0,2000.0,899.0,2024-01-04,7.0,False,640000,13.47517730496454,2024Q1
111 GAYHURST ROAD ,"DALLINGTON, CHRISTCHURCH",8061,4,2,2.0,607.0,180.0,1970.0,750.0,2024-01-04,7.0,False,640000,13.333333333333334,2024Q1
2/10 PEEL STREET,"STROWAN, CHRISTCHURCH",8052,2,1,2.0,508.0,160.0,1985.0,630.0,2024-01-04,22.0,False,1150000,8.108108108108109,2024Q1
32 TONGARIRO STREET ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,489.0,171.0,2016.0,700.0,2024-01-04,7.0,False,790000,13.47517730496454,2024Q1
35C WHITMORE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,4,42.0,253.0,165.0,2019.0,750.0,2024-01-04,7.0,False,710000,18.203309692671397,2024Q1
1/123 HAWFORD ROAD,"OPAWA, CHRISTCHURCH",8023,2,1,1.0,508.0,80.0,1935.0,650.0,2024-01-04,7.0,False,580000,12.0,2024Q1
6/55 CARLTON MILL ROAD,"MERIVALE, CHRISTCHURCH",8014,2,1,2.0,508.0,90.0,1990.0,620.0,2024-01-04,7.0,False,710000,7.234042553191489,2024Q1
10 BISHOPSWORTH STREET ,"HILLSBOROUGH, CHRISTCHURCH",8022,4,1,2.0,613.0,220.0,1970.0,750.0,2024-01-04,7.0,False,800000,0.0,2024Q1
46D DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2.0,625.0,170.0,2000.0,750.0,2024-01-04,7.0,False,810000,0.0,2024Q1
133 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,3,2,1.0,390.0,120.0,1945.0,350.0,2024-01-04,7.0,False,530000,14.754098360655737,2024Q1
30 WOODARD TERRACE ,"SOMERFIELD, CHRISTCHURCH",8024,3,1,1.0,607.0,110.0,1940.0,670.0,2024-01-04,7.0,False,610000,5.594956658786446,2024Q1
1/68 HEI HEI ROAD ,"HEI HEI, CHRISTCHURCH",8042,4,1,2.0,508.0,130.0,1950.0,575.0,2024-01-04,25.0,False,580000,0.0,2024Q1
71 BAKER STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1.0,754.0,166.0,1940.0,550.0,2024-01-04,22.0,False,345000,-13.317572892040976,2024Q1
6/6 TRENT STREET ,"LINWOOD, CHRISTCHURCH",8011,3,2,1.0,115.0,92.0,2023.0,590.0,2024-01-04,7.0,False,610000,-7.0133963750985036,2024Q1
4/33 PAVITT STREET,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,508.0,90.0,1975.0,480.0,2024-01-04,7.0,False,475000,10.222222222222223,2024Q1
6 AILEEN PLACE ,"UPPER RICCARTON, CHRISTCHURCH",8041,3,1,1.0,607.0,130.0,1960.0,600.0,2024-01-04,7.0,False,700000,-7.0133963750985036,2024Q1
15 COULTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1.0,480.0,79.0,1940.0,500.0,2024-01-04,7.0,False,485000,-7.0133963750985036,2024Q1
1/78 HOLLY ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,70.0,1960.0,450.0,2024-01-04,7.0,False,430000,-14.666666666666666,2024Q1
24 MURPHYS ROAD ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,580.0,201.0,2014.0,750.0,2024-01-04,7.0,False,890000,0.0,2024Q1
